simday,hour,temp,hum,precip,month,dayofweek,workingday,requests
0.0,0.0,62.0,90.0,0.0,10.0,3.0,1.0,180.0
0.0,1.0,63.0,81.0,0.0,10.0,3.0,1.0,117.0
0.0,2.0,62.0,87.0,0.0,10.0,3.0,1.0,49.0
0.0,3.0,63.0,81.0,0.0,10.0,3.0,1.0,26.0
0.0,4.0,63.0,81.0,0.0,10.0,3.0,1.0,60.0
0.0,5.0,61.0,87.0,0.001,10.0,3.0,1.0,229.0
0.0,6.0,61.0,87.0,0.001,10.0,3.0,1.0,858.0
0.0,7.0,63.0,81.0,0.001,10.0,3.0,1.0,1601.0
0.0,8.0,63.0,81.0,0.001,10.0,3.0,1.0,2382.0
0.0,9.0,63.0,81.0,0.001,10.0,3.0,1.0,1955.0
0.0,10.0,64.0,81.0,0.001,10.0,3.0,1.0,1181.0
0.0,11.0,64.0,84.0,0.001,10.0,3.0,1.0,839.0
0.0,12.0,64.0,84.0,0.001,10.0,3.0,1.0,808.0
0.0,13.0,64.0,84.0,0.001,10.0,3.0,1.0,1037.0
0.0,14.0,64.0,78.0,0.001,10.0,3.0,1.0,1323.0
0.0,15.0,64.0,84.0,0.001,10.0,3.0,1.0,1321.0
0.0,16.0,64.0,81.0,0.0,10.0,3.0,1.0,1533.0
0.0,17.0,66.0,73.0,0.0,10.0,3.0,1.0,2827.0
0.0,18.0,64.0,78.0,0.0,10.0,3.0,1.0,3444.0
0.0,19.0,64.0,73.0,0.0,10.0,3.0,1.0,2229.0
0.0,20.0,65.0,73.0,0.0,10.0,3.0,1.0,1597.0
0.0,21.0,62.0,81.0,0.001,10.0,3.0,1.0,1153.0
0.0,22.0,61.0,87.0,0.001,10.0,3.0,1.0,725.0
0.0,23.0,61.0,87.0,0.001,10.0,3.0,1.0,468.0
1.0,0.0,60.0,90.0,0.001,10.0,4.0,1.0,247.0
1.0,1.0,61.0,81.0,0.001,10.0,4.0,1.0,96.0
1.0,2.0,61.0,81.0,0.0,10.0,4.0,1.0,57.0
1.0,3.0,61.0,81.0,0.0,10.0,4.0,1.0,36.0
1.0,4.0,61.0,81.0,0.0,10.0,4.0,1.0,40.0
1.0,5.0,61.0,78.0,0.0,10.0,4.0,1.0,205.0
1.0,6.0,61.0,78.0,0.0,10.0,4.0,1.0,952.0
1.0,7.0,62.0,75.0,0.0,10.0,4.0,1.0,1996.0
1.0,8.0,63.0,73.0,0.0,10.0,4.0,1.0,3352.0
1.0,9.0,63.0,73.0,0.0,10.0,4.0,1.0,2478.0
1.0,10.0,64.0,70.0,0.0,10.0,4.0,1.0,1360.0
1.0,11.0,66.0,68.0,0.0,10.0,4.0,1.0,1275.0
1.0,12.0,66.0,68.0,0.0,10.0,4.0,1.0,1560.0
1.0,13.0,67.0,63.0,0.0,10.0,4.0,1.0,1580.0
1.0,14.0,66.0,65.0,0.0,10.0,4.0,1.0,1664.0
1.0,15.0,67.0,63.0,0.0,10.0,4.0,1.0,1827.0
1.0,16.0,66.0,68.0,0.0,10.0,4.0,1.0,2153.0
1.0,17.0,65.0,70.0,0.0,10.0,4.0,1.0,3494.0
1.0,18.0,64.0,73.0,0.0,10.0,4.0,1.0,3524.0
1.0,19.0,63.0,75.0,0.0,10.0,4.0,1.0,2315.0
1.0,20.0,63.0,75.0,0.0,10.0,4.0,1.0,1571.0
1.0,21.0,63.0,75.0,0.0,10.0,4.0,1.0,1208.0
1.0,22.0,63.0,73.0,0.0,10.0,4.0,1.0,880.0
1.0,23.0,63.0,75.0,0.0,10.0,4.0,1.0,622.0
2.0,0.0,63.0,75.0,0.0,10.0,5.0,1.0,355.0
2.0,1.0,63.0,73.0,0.0,10.0,5.0,1.0,170.0
2.0,2.0,59.0,81.0,0.0,10.0,5.0,1.0,99.0
2.0,3.0,57.0,83.0,0.0,10.0,5.0,1.0,56.0
2.0,4.0,57.0,80.0,0.0,10.0,5.0,1.0,57.0
2.0,5.0,57.0,80.0,0.0,10.0,5.0,1.0,196.0
2.0,6.0,58.0,75.0,0.0,10.0,5.0,1.0,815.0
2.0,7.0,60.0,70.0,0.0,10.0,5.0,1.0,1805.0
2.0,8.0,61.0,67.0,0.0,10.0,5.0,1.0,3058.0
2.0,9.0,63.0,63.0,0.0,10.0,5.0,1.0,2556.0
2.0,10.0,63.0,63.0,0.0,10.0,5.0,1.0,1475.0
2.0,11.0,66.0,52.0,0.0,10.0,5.0,1.0,1488.0
2.0,12.0,67.0,55.0,0.0,10.0,5.0,1.0,1855.0
2.0,13.0,68.0,55.0,0.0,10.0,5.0,1.0,1905.0
2.0,14.0,68.0,57.0,0.0,10.0,5.0,1.0,2026.0
2.0,15.0,66.0,61.0,0.0,10.0,5.0,1.0,2287.0
2.0,16.0,63.0,68.0,0.0,10.0,5.0,1.0,2887.0
2.0,17.0,62.0,70.0,0.0,10.0,5.0,1.0,3655.0
2.0,18.0,64.0,65.0,0.0,10.0,5.0,1.0,3116.0
2.0,19.0,63.0,68.0,0.0,10.0,5.0,1.0,1824.0
2.0,20.0,63.0,73.0,0.0,10.0,5.0,1.0,1159.0
2.0,21.0,63.0,70.0,0.0,10.0,5.0,1.0,866.0
2.0,22.0,63.0,70.0,0.0,10.0,5.0,1.0,673.0
2.0,23.0,63.0,70.0,0.0,10.0,5.0,1.0,561.0
3.0,0.0,63.0,73.0,0.0,10.0,6.0,0.0,444.0
3.0,1.0,64.0,73.0,0.01,10.0,6.0,0.0,259.0
3.0,2.0,63.0,81.0,0.01,10.0,6.0,0.0,173.0
3.0,3.0,63.0,81.0,0.01,10.0,6.0,0.0,89.0
3.0,4.0,64.0,81.0,0.02,10.0,6.0,0.0,79.0
3.0,5.0,63.0,90.0,0.02,10.0,6.0,0.0,34.0
3.0,6.0,63.0,93.0,0.040000000000000001,10.0,6.0,0.0,48.0
3.0,7.0,64.0,97.0,0.040000000000000001,10.0,6.0,0.0,102.0
3.0,8.0,64.0,97.0,0.13,10.0,6.0,0.0,282.0
3.0,9.0,66.0,90.0,0.55000000000000004,10.0,6.0,0.0,198.0
3.0,10.0,66.0,93.0,0.55000000000000004,10.0,6.0,0.0,114.0
3.0,11.0,69.0,90.0,0.17999999999999999,10.0,6.0,0.0,188.0
3.0,12.0,70.0,87.0,0.080000000000000002,10.0,6.0,0.0,231.0
3.0,13.0,70.0,87.0,0.02,10.0,6.0,0.0,463.0
3.0,14.0,68.0,78.0,0.001,10.0,6.0,0.0,800.0
3.0,15.0,68.0,68.0,0.0,10.0,6.0,0.0,1321.0
3.0,16.0,69.0,59.0,0.0,10.0,6.0,0.0,1653.0
3.0,17.0,66.0,59.0,0.0,10.0,6.0,0.0,1699.0
3.0,18.0,62.0,56.0,0.0,10.0,6.0,0.0,1608.0
3.0,19.0,60.0,56.0,0.0,10.0,6.0,0.0,1129.0
3.0,20.0,59.0,51.0,0.0,10.0,6.0,0.0,764.0
3.0,21.0,57.0,51.0,0.0,10.0,6.0,0.0,684.0
3.0,22.0,55.0,51.0,0.0,10.0,6.0,0.0,566.0
3.0,23.0,53.0,51.0,0.0,10.0,6.0,0.0,426.0
4.0,0.0,51.0,54.0,0.0,10.0,0.0,0.0,347.0
4.0,1.0,50.0,54.0,0.0,10.0,0.0,0.0,241.0
4.0,2.0,49.0,56.0,0.0,10.0,0.0,0.0,162.0
4.0,3.0,49.0,54.0,0.0,10.0,0.0,0.0,98.0
4.0,4.0,48.0,54.0,0.0,10.0,0.0,0.0,65.0
4.0,5.0,47.0,58.0,0.0,10.0,0.0,0.0,59.0
4.0,6.0,47.0,58.0,0.0,10.0,0.0,0.0,88.0
4.0,7.0,48.0,59.0,0.0,10.0,0.0,0.0,233.0
4.0,8.0,50.0,52.0,0.0,10.0,0.0,0.0,497.0
4.0,9.0,52.0,47.0,0.0,10.0,0.0,0.0,868.0
4.0,10.0,54.0,45.0,0.0,10.0,0.0,0.0,1328.0
4.0,11.0,56.0,42.0,0.0,10.0,0.0,0.0,1715.0
4.0,12.0,58.0,37.0,0.0,10.0,0.0,0.0,2020.0
4.0,13.0,59.0,38.0,0.0,10.0,0.0,0.0,2130.0
4.0,14.0,60.0,38.0,0.0,10.0,0.0,0.0,2059.0
4.0,15.0,61.0,35.0,0.0,10.0,0.0,0.0,2098.0
4.0,16.0,59.0,42.0,0.0,10.0,0.0,0.0,2319.0
4.0,17.0,58.0,44.0,0.0,10.0,0.0,0.0,1915.0
4.0,18.0,57.0,46.0,0.0,10.0,0.0,0.0,1697.0
4.0,19.0,56.0,47.0,0.0,10.0,0.0,0.0,1199.0
4.0,20.0,56.0,45.0,0.0,10.0,0.0,0.0,938.0
4.0,21.0,56.0,44.0,0.0,10.0,0.0,0.0,627.0
4.0,22.0,56.0,45.0,0.0,10.0,0.0,0.0,466.0
4.0,23.0,54.0,49.0,0.0,10.0,0.0,0.0,287.0
5.0,0.0,52.0,57.0,0.0,10.0,1.0,1.0,173.0
5.0,1.0,52.0,61.0,0.0,10.0,1.0,1.0,73.0
5.0,2.0,51.0,66.0,0.0,10.0,1.0,1.0,40.0
5.0,3.0,52.0,61.0,0.0,10.0,1.0,1.0,26.0
5.0,4.0,51.0,69.0,0.0,10.0,1.0,1.0,31.0
5.0,5.0,51.0,64.0,0.0,10.0,1.0,1.0,183.0
5.0,6.0,53.0,62.0,0.0,10.0,1.0,1.0,813.0
5.0,7.0,58.0,58.0,0.0,10.0,1.0,1.0,1700.0
5.0,8.0,63.0,46.0,0.0,10.0,1.0,1.0,2922.0
5.0,9.0,65.0,40.0,0.0,10.0,1.0,1.0,2199.0
5.0,10.0,66.0,40.0,0.0,10.0,1.0,1.0,1247.0
5.0,11.0,68.0,44.0,0.0,10.0,1.0,1.0,1221.0
5.0,12.0,69.0,42.0,0.0,10.0,1.0,1.0,1412.0
5.0,13.0,68.0,47.0,0.0,10.0,1.0,1.0,1551.0
5.0,14.0,70.0,47.0,0.0,10.0,1.0,1.0,1570.0
5.0,15.0,67.0,51.0,0.0,10.0,1.0,1.0,1832.0
5.0,16.0,66.0,54.0,0.0,10.0,1.0,1.0,2061.0
5.0,17.0,65.0,59.0,0.0,10.0,1.0,1.0,3669.0
5.0,18.0,65.0,59.0,0.0,10.0,1.0,1.0,3452.0
5.0,19.0,64.0,61.0,0.0,10.0,1.0,1.0,2135.0
5.0,20.0,64.0,63.0,0.0,10.0,1.0,1.0,1416.0
5.0,21.0,64.0,63.0,0.0,10.0,1.0,1.0,965.0
5.0,22.0,65.0,63.0,0.0,10.0,1.0,1.0,617.0
5.0,23.0,64.0,73.0,0.0,10.0,1.0,1.0,434.0
6.0,0.0,65.0,73.0,0.0,10.0,2.0,1.0,210.0
6.0,1.0,66.0,73.0,0.0,10.0,2.0,1.0,97.0
6.0,2.0,66.0,76.0,0.0,10.0,2.0,1.0,41.0
6.0,3.0,66.0,76.0,0.0,10.0,2.0,1.0,33.0
6.0,4.0,67.0,66.0,0.001,10.0,2.0,1.0,42.0
6.0,5.0,66.0,65.0,0.001,10.0,2.0,1.0,202.0
6.0,6.0,66.0,63.0,0.001,10.0,2.0,1.0,893.0
6.0,7.0,67.0,57.0,0.001,10.0,2.0,1.0,1925.0
6.0,8.0,68.0,55.0,0.0,10.0,2.0,1.0,3356.0
6.0,9.0,68.0,57.0,0.0,10.0,2.0,1.0,2418.0
6.0,10.0,68.0,57.0,0.0,10.0,2.0,1.0,1372.0
6.0,11.0,69.0,53.0,0.0,10.0,2.0,1.0,1290.0
6.0,12.0,71.0,51.0,0.0,10.0,2.0,1.0,1516.0
6.0,13.0,71.0,46.0,0.001,10.0,2.0,1.0,1453.0
6.0,14.0,72.0,41.0,0.001,10.0,2.0,1.0,1533.0
6.0,15.0,71.0,43.0,0.001,10.0,2.0,1.0,1621.0
6.0,16.0,70.0,55.0,0.001,10.0,2.0,1.0,2123.0
6.0,17.0,67.0,78.0,0.0,10.0,2.0,1.0,3332.0
6.0,18.0,67.0,81.0,0.0,10.0,2.0,1.0,3513.0
6.0,19.0,66.0,84.0,0.0,10.0,2.0,1.0,2354.0
6.0,20.0,67.0,81.0,0.001,10.0,2.0,1.0,1503.0
6.0,21.0,68.0,73.0,0.01,10.0,2.0,1.0,1091.0
6.0,22.0,66.0,76.0,0.02,10.0,2.0,1.0,739.0
6.0,23.0,65.0,84.0,0.029999999999999999,10.0,2.0,1.0,235.0
7.0,0.0,66.0,84.0,0.029999999999999999,10.0,3.0,1.0,97.0
7.0,1.0,67.0,81.0,0.029999999999999999,10.0,3.0,1.0,47.0
7.0,2.0,67.0,76.0,0.029999999999999999,10.0,3.0,1.0,44.0
7.0,3.0,66.0,78.0,0.001,10.0,3.0,1.0,27.0
7.0,4.0,65.0,78.0,0.0,10.0,3.0,1.0,50.0
7.0,5.0,64.0,78.0,0.0,10.0,3.0,1.0,210.0
7.0,6.0,64.0,78.0,0.0,10.0,3.0,1.0,923.0
7.0,7.0,65.0,68.0,0.0,10.0,3.0,1.0,1869.0
7.0,8.0,66.0,61.0,0.0,10.0,3.0,1.0,3161.0
7.0,9.0,67.0,55.0,0.0,10.0,3.0,1.0,2504.0
7.0,10.0,69.0,47.0,0.0,10.0,3.0,1.0,1358.0
7.0,11.0,70.0,44.0,0.0,10.0,3.0,1.0,1270.0
7.0,12.0,71.0,41.0,0.0,10.0,3.0,1.0,1593.0
7.0,13.0,72.0,37.0,0.0,10.0,3.0,1.0,1607.0
7.0,14.0,72.0,38.0,0.0,10.0,3.0,1.0,1703.0
7.0,15.0,71.0,37.0,0.0,10.0,3.0,1.0,1770.0
7.0,16.0,71.0,35.0,0.0,10.0,3.0,1.0,2201.0
7.0,17.0,70.0,38.0,0.0,10.0,3.0,1.0,3557.0
7.0,18.0,69.0,39.0,0.0,10.0,3.0,1.0,3541.0
7.0,19.0,69.0,38.0,0.0,10.0,3.0,1.0,2337.0
7.0,20.0,66.0,43.0,0.0,10.0,3.0,1.0,1457.0
7.0,21.0,65.0,40.0,0.0,10.0,3.0,1.0,995.0
7.0,22.0,64.0,42.0,0.0,10.0,3.0,1.0,772.0
7.0,23.0,63.0,41.0,0.0,10.0,3.0,1.0,514.0
8.0,0.0,62.0,41.0,0.0,10.0,4.0,1.0,245.0
8.0,1.0,62.0,41.0,0.0,10.0,4.0,1.0,125.0
8.0,2.0,61.0,44.0,0.0,10.0,4.0,1.0,66.0
8.0,3.0,61.0,46.0,0.0,10.0,4.0,1.0,40.0
8.0,4.0,59.0,48.0,0.0,10.0,4.0,1.0,40.0
8.0,5.0,58.0,49.0,0.0,10.0,4.0,1.0,184.0
8.0,6.0,59.0,44.0,0.0,10.0,4.0,1.0,805.0
8.0,7.0,60.0,39.0,0.0,10.0,4.0,1.0,1641.0
8.0,8.0,62.0,40.0,0.0,10.0,4.0,1.0,2974.0
8.0,9.0,63.0,38.0,0.0,10.0,4.0,1.0,2322.0
8.0,10.0,64.0,34.0,0.0,10.0,4.0,1.0,1372.0
8.0,11.0,67.0,31.0,0.0,10.0,4.0,1.0,1278.0
8.0,12.0,67.0,30.0,0.0,10.0,4.0,1.0,1566.0
8.0,13.0,68.0,30.0,0.0,10.0,4.0,1.0,1643.0
8.0,14.0,69.0,29.0,0.0,10.0,4.0,1.0,1662.0
8.0,15.0,68.0,30.0,0.0,10.0,4.0,1.0,1771.0
8.0,16.0,68.0,32.0,0.0,10.0,4.0,1.0,2106.0
8.0,17.0,67.0,33.0,0.0,10.0,4.0,1.0,3306.0
8.0,18.0,66.0,34.0,0.0,10.0,4.0,1.0,3311.0
8.0,19.0,65.0,34.0,0.0,10.0,4.0,1.0,2127.0
8.0,20.0,64.0,36.0,0.0,10.0,4.0,1.0,1425.0
8.0,21.0,63.0,37.0,0.0,10.0,4.0,1.0,1013.0
8.0,22.0,61.0,43.0,0.0,10.0,4.0,1.0,733.0
8.0,23.0,60.0,44.0,0.0,10.0,4.0,1.0,448.0
9.0,0.0,59.0,50.0,0.0,10.0,5.0,1.0,279.0
9.0,1.0,58.0,53.0,0.0,10.0,5.0,1.0,164.0
9.0,2.0,56.0,53.0,0.0,10.0,5.0,1.0,72.0
9.0,3.0,56.0,53.0,0.0,10.0,5.0,1.0,49.0
9.0,4.0,55.0,51.0,0.0,10.0,5.0,1.0,50.0
9.0,5.0,55.0,49.0,0.0,10.0,5.0,1.0,166.0
9.0,6.0,55.0,51.0,0.0,10.0,5.0,1.0,746.0
9.0,7.0,57.0,47.0,0.0,10.0,5.0,1.0,1551.0
9.0,8.0,59.0,44.0,0.0,10.0,5.0,1.0,3008.0
9.0,9.0,61.0,41.0,0.0,10.0,5.0,1.0,2369.0
9.0,10.0,61.0,41.0,0.0,10.0,5.0,1.0,1336.0
9.0,11.0,61.0,38.0,0.0,10.0,5.0,1.0,1289.0
9.0,12.0,62.0,38.0,0.0,10.0,5.0,1.0,1601.0
9.0,13.0,63.0,38.0,0.0,10.0,5.0,1.0,1654.0
9.0,14.0,63.0,40.0,0.0,10.0,5.0,1.0,1825.0
9.0,15.0,62.0,38.0,0.0,10.0,5.0,1.0,1876.0
9.0,16.0,62.0,41.0,0.001,10.0,5.0,1.0,2484.0
9.0,17.0,62.0,41.0,0.001,10.0,5.0,1.0,3181.0
9.0,18.0,62.0,40.0,0.001,10.0,5.0,1.0,2611.0
9.0,19.0,61.0,44.0,0.001,10.0,5.0,1.0,1686.0
9.0,20.0,61.0,43.0,0.0,10.0,5.0,1.0,1058.0
9.0,21.0,61.0,44.0,0.0,10.0,5.0,1.0,716.0
9.0,22.0,60.0,46.0,0.0,10.0,5.0,1.0,611.0
9.0,23.0,60.0,52.0,0.001,10.0,5.0,1.0,505.0
10.0,0.0,60.0,56.0,0.001,10.0,6.0,0.0,395.0
10.0,1.0,58.0,65.0,0.001,10.0,6.0,0.0,259.0
10.0,2.0,58.0,65.0,0.040000000000000001,10.0,6.0,0.0,116.0
10.0,3.0,55.0,83.0,0.040000000000000001,10.0,6.0,0.0,107.0
10.0,4.0,54.0,93.0,0.040000000000000001,10.0,6.0,0.0,28.0
10.0,5.0,53.0,90.0,0.050000000000000003,10.0,6.0,0.0,20.0
10.0,6.0,54.0,93.0,0.01,10.0,6.0,0.0,42.0
10.0,7.0,52.0,93.0,0.070000000000000007,10.0,6.0,0.0,107.0
10.0,8.0,53.0,86.0,0.070000000000000007,10.0,6.0,0.0,154.0
10.0,9.0,54.0,80.0,0.080000000000000002,10.0,6.0,0.0,209.0
10.0,10.0,54.0,86.0,0.080000000000000002,10.0,6.0,0.0,194.0
10.0,11.0,54.0,86.0,0.02,10.0,6.0,0.0,422.0
10.0,12.0,54.0,80.0,0.001,10.0,6.0,0.0,602.0
10.0,13.0,55.0,72.0,0.0,10.0,6.0,0.0,941.0
10.0,14.0,55.0,72.0,0.0,10.0,6.0,0.0,1144.0
10.0,15.0,55.0,72.0,0.0,10.0,6.0,0.0,1413.0
10.0,16.0,54.0,75.0,0.0,10.0,6.0,0.0,1410.0
10.0,17.0,54.0,75.0,0.0,10.0,6.0,0.0,1292.0
10.0,18.0,53.0,77.0,0.0,10.0,6.0,0.0,1162.0
10.0,19.0,53.0,77.0,0.0,10.0,6.0,0.0,900.0
10.0,20.0,53.0,74.0,0.0,10.0,6.0,0.0,660.0
10.0,21.0,53.0,77.0,0.0,10.0,6.0,0.0,504.0
10.0,22.0,54.0,75.0,0.0,10.0,6.0,0.0,458.0
10.0,23.0,54.0,75.0,0.0,10.0,6.0,0.0,426.0
11.0,0.0,53.0,77.0,0.0,10.0,0.0,0.0,336.0
11.0,1.0,52.0,83.0,0.0,10.0,0.0,0.0,258.0
11.0,2.0,51.0,83.0,0.0,10.0,0.0,0.0,180.0
11.0,3.0,51.0,77.0,0.0,10.0,0.0,0.0,94.0
11.0,4.0,50.0,69.0,0.0,10.0,0.0,0.0,62.0
11.0,5.0,49.0,71.0,0.0,10.0,0.0,0.0,41.0
11.0,6.0,50.0,69.0,0.0,10.0,0.0,0.0,124.0
11.0,7.0,52.0,61.0,0.0,10.0,0.0,0.0,174.0
11.0,8.0,55.0,57.0,0.0,10.0,0.0,0.0,361.0
11.0,9.0,57.0,51.0,0.0,10.0,0.0,0.0,726.0
11.0,10.0,58.0,46.0,0.0,10.0,0.0,0.0,1250.0
11.0,11.0,59.0,41.0,0.0,10.0,0.0,0.0,1629.0
11.0,12.0,61.0,35.0,0.0,10.0,0.0,0.0,1978.0
11.0,13.0,61.0,34.0,0.0,10.0,0.0,0.0,2053.0
11.0,14.0,62.0,34.0,0.0,10.0,0.0,0.0,2061.0
11.0,15.0,62.0,35.0,0.0,10.0,0.0,0.0,2130.0
11.0,16.0,60.0,44.0,0.0,10.0,0.0,0.0,2344.0
11.0,17.0,58.0,49.0,0.0,10.0,0.0,0.0,2183.0
11.0,18.0,57.0,53.0,0.0,10.0,0.0,0.0,1732.0
11.0,19.0,57.0,55.0,0.0,10.0,0.0,0.0,1315.0
11.0,20.0,56.0,57.0,0.0,10.0,0.0,0.0,840.0
11.0,21.0,55.0,62.0,0.0,10.0,0.0,0.0,564.0
11.0,22.0,55.0,62.0,0.0,10.0,0.0,0.0,517.0
11.0,23.0,54.0,67.0,0.0,10.0,0.0,0.0,442.0
12.0,0.0,54.0,67.0,0.0,10.0,1.0,1.0,190.0
12.0,1.0,54.0,69.0,0.0,10.0,1.0,1.0,127.0
12.0,2.0,54.0,69.0,0.0,10.0,1.0,1.0,59.0
12.0,3.0,56.0,67.0,0.0,10.0,1.0,1.0,32.0
12.0,4.0,56.0,67.0,0.0,10.0,1.0,1.0,46.0
12.0,5.0,57.0,67.0,0.001,10.0,1.0,1.0,109.0
12.0,6.0,58.0,65.0,0.001,10.0,1.0,1.0,511.0
12.0,7.0,58.0,70.0,0.001,10.0,1.0,1.0,983.0
12.0,8.0,61.0,63.0,0.001,10.0,1.0,1.0,2039.0
12.0,9.0,62.0,63.0,0.001,10.0,1.0,1.0,1661.0
12.0,10.0,64.0,61.0,0.001,10.0,1.0,1.0,1122.0
12.0,11.0,64.0,63.0,0.001,10.0,1.0,1.0,1124.0
12.0,12.0,64.0,65.0,0.0,10.0,1.0,1.0,1321.0
12.0,13.0,64.0,68.0,0.0,10.0,1.0,1.0,1348.0
12.0,14.0,64.0,70.0,0.0,10.0,1.0,1.0,1505.0
12.0,15.0,65.0,68.0,0.0,10.0,1.0,1.0,1534.0
12.0,16.0,62.0,84.0,0.0,10.0,1.0,1.0,1807.0
12.0,17.0,63.0,87.0,0.001,10.0,1.0,1.0,2808.0
12.0,18.0,63.0,87.0,0.01,10.0,1.0,1.0,2069.0
12.0,19.0,63.0,87.0,0.01,10.0,1.0,1.0,910.0
12.0,20.0,62.0,97.0,0.01,10.0,1.0,1.0,512.0
12.0,21.0,63.0,93.0,0.01,10.0,1.0,1.0,329.0
12.0,22.0,63.0,93.0,0.01,10.0,1.0,1.0,394.0
12.0,23.0,64.0,90.0,0.01,10.0,1.0,1.0,212.0
13.0,0.0,64.0,97.0,0.01,10.0,2.0,1.0,142.0
13.0,1.0,65.0,90.0,0.0,10.0,2.0,1.0,83.0
13.0,2.0,64.0,93.0,0.0,10.0,2.0,1.0,55.0
13.0,3.0,65.0,90.0,0.0,10.0,2.0,1.0,32.0
13.0,4.0,64.0,93.0,0.0,10.0,2.0,1.0,40.0
13.0,5.0,65.0,90.0,0.0,10.0,2.0,1.0,187.0
13.0,6.0,66.0,90.0,0.0,10.0,2.0,1.0,882.0
13.0,7.0,68.0,84.0,0.0,10.0,2.0,1.0,1766.0
13.0,8.0,70.0,81.0,0.0,10.0,2.0,1.0,2849.0
13.0,9.0,72.0,71.0,0.0,10.0,2.0,1.0,2186.0
13.0,10.0,73.0,69.0,0.0,10.0,2.0,1.0,1192.0
13.0,11.0,74.0,66.0,0.0,10.0,2.0,1.0,1246.0
13.0,12.0,74.0,64.0,0.0,10.0,2.0,1.0,1409.0
13.0,13.0,74.0,64.0,0.0,10.0,2.0,1.0,1519.0
13.0,14.0,74.0,64.0,0.0,10.0,2.0,1.0,1600.0
13.0,15.0,73.0,69.0,0.0,10.0,2.0,1.0,1684.0
13.0,16.0,70.0,76.0,0.0,10.0,2.0,1.0,2218.0
13.0,17.0,70.0,76.0,0.0,10.0,2.0,1.0,3782.0
13.0,18.0,70.0,79.0,0.0,10.0,2.0,1.0,3654.0
13.0,19.0,70.0,79.0,0.0,10.0,2.0,1.0,2279.0
13.0,20.0,70.0,76.0,0.0,10.0,2.0,1.0,1508.0
13.0,21.0,70.0,79.0,0.0,10.0,2.0,1.0,1104.0
13.0,22.0,70.0,81.0,0.0,10.0,2.0,1.0,756.0
13.0,23.0,69.0,84.0,0.0,10.0,2.0,1.0,441.0
14.0,0.0,69.0,84.0,0.0,10.0,3.0,1.0,240.0
14.0,1.0,69.0,84.0,0.0,10.0,3.0,1.0,122.0
14.0,2.0,69.0,84.0,0.0,10.0,3.0,1.0,66.0
14.0,3.0,69.0,87.0,0.0,10.0,3.0,1.0,34.0
14.0,4.0,69.0,87.0,0.0,10.0,3.0,1.0,39.0
14.0,5.0,70.0,84.0,0.0,10.0,3.0,1.0,221.0
14.0,6.0,71.0,84.0,0.0,10.0,3.0,1.0,921.0
14.0,7.0,72.0,82.0,0.0,10.0,3.0,1.0,2003.0
14.0,8.0,74.0,76.0,0.0,10.0,3.0,1.0,3278.0
14.0,9.0,74.0,76.0,0.001,10.0,3.0,1.0,2414.0
14.0,10.0,76.0,71.0,0.001,10.0,3.0,1.0,1260.0
14.0,11.0,75.0,76.0,0.001,10.0,3.0,1.0,1276.0
14.0,12.0,76.0,71.0,0.001,10.0,3.0,1.0,1453.0
14.0,13.0,76.0,71.0,0.001,10.0,3.0,1.0,1506.0
14.0,14.0,76.0,71.0,0.001,10.0,3.0,1.0,1661.0
14.0,15.0,75.0,74.0,0.001,10.0,3.0,1.0,1689.0
14.0,16.0,74.0,79.0,0.001,10.0,3.0,1.0,2226.0
14.0,17.0,73.0,79.0,0.001,10.0,3.0,1.0,2850.0
14.0,18.0,73.0,79.0,0.001,10.0,3.0,1.0,1838.0
14.0,19.0,72.0,84.0,0.001,10.0,3.0,1.0,1571.0
14.0,20.0,72.0,82.0,0.001,10.0,3.0,1.0,926.0
14.0,21.0,71.0,87.0,0.02,10.0,3.0,1.0,535.0
14.0,22.0,72.0,82.0,0.02,10.0,3.0,1.0,341.0
14.0,23.0,71.0,87.0,0.01,10.0,3.0,1.0,273.0
15.0,0.0,70.0,87.0,0.01,10.0,4.0,1.0,174.0
15.0,1.0,70.0,87.0,0.001,10.0,4.0,1.0,65.0
15.0,2.0,70.0,93.0,0.17999999999999999,10.0,4.0,1.0,31.0
15.0,3.0,70.0,87.0,0.45000000000000001,10.0,4.0,1.0,17.0
15.0,4.0,70.0,93.0,0.45000000000000001,10.0,4.0,1.0,10.0
15.0,5.0,70.0,87.0,0.01,10.0,4.0,1.0,113.0
15.0,6.0,70.0,87.0,0.01,10.0,4.0,1.0,506.0
15.0,7.0,72.0,82.0,0.01,10.0,4.0,1.0,1014.0
15.0,8.0,70.0,87.0,0.050000000000000003,10.0,4.0,1.0,2005.0
15.0,9.0,70.0,87.0,0.050000000000000003,10.0,4.0,1.0,1287.0
15.0,10.0,66.0,93.0,0.01,10.0,4.0,1.0,336.0
15.0,11.0,68.0,84.0,0.01,10.0,4.0,1.0,577.0
15.0,12.0,69.0,63.0,0.01,10.0,4.0,1.0,1052.0
15.0,13.0,70.0,57.0,0.01,10.0,4.0,1.0,1345.0
15.0,14.0,70.0,68.0,0.0,10.0,4.0,1.0,1535.0
15.0,15.0,68.0,73.0,0.0,10.0,4.0,1.0,1729.0
15.0,16.0,68.0,73.0,0.0,10.0,4.0,1.0,2113.0
15.0,17.0,67.0,76.0,0.0,10.0,4.0,1.0,3306.0
15.0,18.0,67.0,73.0,0.0,10.0,4.0,1.0,3359.0
