14732,20150501,0051,11,BKN065 OVC080, ,10.00, , , ,50, ,10.0, ,45, ,7.3, ,40, ,4.4, , 69, , 7, ,050, , , ,29.90, , , , , ,29.92, ,AA, , , ,29.93, 
14732,20150501,0151,11,OVC080, ,10.00, , , ,50, ,10.0, ,46, ,7.6, ,41, ,5.0, , 71, , 8, ,060, , , ,29.89, , , , , ,29.92, ,AA, , , ,29.92, 
14732,20150501,0251,11,OVC085, ,10.00, , , ,50, ,10.0, ,44, ,6.9, ,38, ,3.3, , 64, , 9, ,080, , , ,29.90, , , , , ,29.92, ,AA, , , ,29.93, 
14732,20150501,0351,11,OVC080, ,10.00, , , ,49, ,9.4, ,45, ,7.3, ,41, ,5.0, , 74, ,10, ,050, , , ,29.90, , , , , ,29.92, ,AA, , , ,29.93, 
14732,20150501,0451,11,SCT080 BKN250, ,10.00, , , ,48, ,8.9, ,45, ,7.0, ,41, ,5.0, , 77, , 9, ,050, , , ,29.91, , , , , ,29.93, ,AA, , , ,29.94, 
14732,20150501,0551,11,FEW023 BKN075 BKN250, ,10.00, , , ,49, ,9.4, ,45, ,7.1, ,40, ,4.4, , 71, ,10, ,050, , , ,29.92, , , , , ,29.95, ,AA, , , ,29.95, 
14732,20150501,0651,11,FEW032 BKN075 BKN250, ,10.00, , , ,49, ,9.4, ,45, ,7.1, ,40, ,4.4, , 71, , 9, ,060, , , ,29.94, , , , , ,29.97, ,AA, , , ,29.97, 
14732,20150501,0751,11,FEW027 BKN075 BKN250, ,10.00, , , ,51, ,10.6, ,46, ,7.9, ,41, ,5.0, , 69, , 9, ,050, , , ,29.94, , , , , ,29.97, ,AA, , , ,29.97, 
14732,20150501,0851,11,FEW045 BKN075 BKN250, ,10.00, , , ,53, ,11.7, ,47, ,8.2, ,40, ,4.4, , 62, ,11, ,050, , , ,29.96, , , , , ,29.98, ,AA, , , ,29.99, 
14732,20150501,0951,11,FEW028 BKN045 BKN070, ,10.00, , , ,54, ,12.2, ,47, ,8.2, ,39, ,3.9, , 57, ,11, ,050, ,18, ,29.96, , , , , ,29.99, ,AA, , , ,29.99, 
14732,20150501,1051,11,FEW028 BKN045 BKN065, ,10.00, , , ,56, ,13.3, ,50, ,9.7, ,43, ,6.1, , 62, , 3, ,VR , , , ,29.96, , , , , ,29.98, ,AA, , , ,29.99, 
14732,20150501,1151,11,FEW049 SCT070 BKN250, ,10.00, , , ,56, ,13.3, ,48, ,9.0, ,40, ,4.4, , 55, , 5, ,060, , , ,29.94, , , , , ,29.97, ,AA, , , ,29.97, 
14732,20150501,1251,11,BKN055 BKN250, ,10.00, , , ,58, ,14.4, ,49, ,9.5, ,40, ,4.4, , 51, , 0, ,000, , , ,29.94, , , , , ,29.96, ,AA, , , ,29.97, 
14732,20150501,1351,11,SCT055 SCT250, ,10.00, , , ,59, ,15.0, ,50, ,10.0, ,41, ,5.0, , 51, , 7, ,190, , , ,29.92, , , , , ,29.95, ,AA, , , ,29.95, 
14732,20150501,1451,11,SCT065 BKN250, ,10.00, , , ,57, ,13.9, ,49, ,9.5, ,41, ,5.0, , 55, ,11, ,170, ,18, ,29.91, , , , , ,29.93, ,AA, , , ,29.94, 
14732,20150501,1551,11,FEW030 SCT060 BKN250, ,10.00, , , ,56, ,13.3, ,48, ,9.0, ,40, ,4.4, , 55, ,11, ,180, , , ,29.90, , , , , ,29.93, ,AA, , , ,29.93, 
14732,20150501,1651,11,FEW030 SCT065 SCT090, ,10.00, , , ,54, ,12.2, ,47, ,8.4, ,40, ,4.4, , 59, ,13, ,170, ,17, ,29.91, , , , , ,29.94, ,AA, , , ,29.94, 
14732,20150501,1751,11,FEW030 SCT075 BKN250, ,10.00, , , ,52, ,11.1, ,46, ,7.7, ,39, ,3.9, , 61, , 9, ,180, , , ,29.92, , , , , ,29.95, ,AA, , , ,29.95, 
14732,20150501,1851,11,BKN065 BKN250, ,10.00, , , ,51, ,10.6, ,45, ,7.4, ,39, ,3.9, , 64, , 9, ,170, , , ,29.93, , , , , ,29.96, ,AA, , , ,29.96, 
14732,20150501,1951,11,SCT070 BKN250, ,10.00, , , ,50, ,10.0, ,45, ,7.1, ,39, ,3.9, , 66, , 7, ,150, , , ,29.95, , , , , ,29.97, ,AA, , , ,29.98, 
14732,20150501,2051,11,OVC070, ,10.00, , , ,50, ,10.0, ,45, ,7.1, ,39, ,3.9, , 66, , 6, ,130, , , ,29.96, , , , , ,29.98, ,AA, , , ,29.99, 
14732,20150501,2151,11,BKN070, ,10.00, , , ,49, ,9.4, ,44, ,6.6, ,38, ,3.3, , 66, , 3, ,150, , , ,29.96, , , , , ,29.98, ,AA, , , ,29.99, 
14732,20150501,2251,11,BKN065, ,10.00, , , ,49, ,9.4, ,44, ,6.6, ,38, ,3.3, , 66, , 0, ,000, , , ,29.95, , , , , ,29.98, ,AA, , , ,29.98, 
14732,20150501,2351,11,CLR, ,10.00, , , ,49, ,9.4, ,44, ,6.8, ,39, ,3.9, , 69, , 5, ,050, , , ,29.95, , , , , ,29.98, ,AA, , , ,29.98, 
14732,20150502,0051,11,FEW070, ,10.00, , , ,48, ,8.9, ,44, ,6.5, ,39, ,3.9, , 71, , 0, ,000, , , ,29.94, , , , , ,29.97, ,AA, , , ,29.97, 
14732,20150502,0151,11,BKN070, ,10.00, , , ,49, ,9.4, ,45, ,7.1, ,40, ,4.4, , 71, , 5, ,070, , , ,29.94, , , , , ,29.97, ,AA, , , ,29.97, 
14732,20150502,0251,11,BKN065, ,10.00, , , ,49, ,9.4, ,45, ,7.1, ,40, ,4.4, , 71, , 0, ,000, , , ,29.94, , , , , ,29.97, ,AA, , , ,29.97, 
14732,20150502,0351,11,SCT070, ,10.00, , , ,48, ,8.9, ,44, ,6.5, ,39, ,3.9, , 71, , 5, ,090, , , ,29.94, , , , , ,29.97, ,AA, , , ,29.97, 
14732,20150502,0451,11,FEW070, ,10.00, , , ,48, ,8.9, ,45, ,7.0, ,41, ,5.0, , 77, , 0, ,000, , , ,29.95, , , , , ,29.97, ,AA, , , ,29.98, 
14732,20150502,0551,11,FEW070 SCT250, ,10.00, , , ,49, ,9.4, ,45, ,7.1, ,40, ,4.4, , 71, , 3, ,090, , , ,29.96, , , , , ,29.99, ,AA, , , ,29.99, 
14732,20150502,0651,11,FEW070 SCT250, ,10.00, , , ,51, ,10.6, ,46, ,7.6, ,40, ,4.4, , 66, , 0, ,000, , , ,29.96, , , , , ,29.99, ,AA, , , ,29.99, 
14732,20150502,0751,11,FEW070 SCT250, ,10.00, , , ,54, ,12.2, ,48, ,8.9, ,42, ,5.6, , 64, , 0, ,000, , , ,29.96, , , , , ,29.99, ,AA, , , ,29.99, 
14732,20150502,0851,11,FEW250, ,10.00, , , ,57, ,13.9, ,50, ,10.0, ,43, ,6.1, , 60, , 0, ,000, , , ,29.96, , , , , ,29.99, ,AA, , , ,29.99, 
14732,20150502,0951,11,FEW250, ,10.00, , , ,59, ,15.0, ,50, ,10.0, ,41, ,5.0, , 51, , 0, ,000, , , ,29.96, , , , , ,29.99, ,AA, , , ,29.99, 
14732,20150502,1051,11,FEW250, ,10.00, , , ,62, ,16.7, ,52, ,11.0, ,42, ,5.6, , 48, , 6, ,100, , , ,29.95, , , , , ,29.98, ,AA, , , ,29.98, 
14732,20150502,1151,11,FEW050 SCT250, ,10.00, , , ,65, ,18.3, ,53, ,11.7, ,42, ,5.6, , 43, , 6, ,090, , , ,29.94, , , , , ,29.97, ,AA, , , ,29.97, 
14732,20150502,1251,11,FEW050 SCT250, ,10.00, , , ,68, ,20.0, ,54, ,12.2, ,41, ,5.0, , 38, , 7, ,090, , , ,29.92, , , , , ,29.95, ,AA, , , ,29.95, 
14732,20150502,1329,11,FEW050 SCT250, ,10.00, , , ,64, ,18.0, ,53, ,11.7, ,43, ,6.0, , 47, ,15, ,180, , , ,29.92, , , , , ,M, ,SP, , , ,29.95, 
14732,20150502,1351,11,FEW050 SCT250, ,10.00, , , ,62, ,16.7, ,52, ,11.2, ,43, ,6.1, , 50, ,16, ,150, ,23, ,29.93, , , , , ,29.95, ,AA, , , ,29.96, 
14732,20150502,1451,11,FEW050 SCT250, ,10.00, , , ,61, ,16.1, ,52, ,11.0, ,43, ,6.1, , 52, ,14, ,160, , , ,29.92, , , , , ,29.94, ,AA, , , ,29.95, 
14732,20150502,1551,11,FEW050, ,10.00, , , ,58, ,14.4, ,50, ,10.0, ,42, ,5.6, , 55, ,13, ,170, ,21, ,29.92, , , , , ,29.95, ,AA, , , ,29.95, 
14732,20150502,1651,11,FEW050, ,10.00, , , ,56, ,13.3, ,48, ,9.0, ,40, ,4.4, , 55, ,11, ,180, , , ,29.93, , , , , ,29.96, ,AA, , , ,29.96, 
14732,20150502,1751,11,FEW050, ,10.00, , , ,53, ,11.7, ,46, ,7.9, ,39, ,3.9, , 59, ,14, ,180, , , ,29.94, , , , , ,29.97, ,AA, , , ,29.97, 
14732,20150502,1851,11,FEW050 SCT250, ,10.00, , , ,51, ,10.6, ,45, ,7.2, ,38, ,3.3, , 61, ,11, ,170, , , ,29.96, , , , , ,29.99, ,AA, , , ,29.99, 
14732,20150502,1951,11,FEW075 SCT250, ,10.00, , , ,51, ,10.6, ,45, ,7.2, ,38, ,3.3, , 61, , 8, ,170, , , ,29.98, , , , , ,30.01, ,AA, , , ,30.01, 
14732,20150502,2051,11,BKN100 BKN250, ,10.00, , , ,51, ,10.6, ,45, ,7.4, ,39, ,3.9, , 64, , 9, ,170, , , ,30.00, , , , , ,30.03, ,AA, , , ,30.03, 
14732,20150502,2151,11,SCT100 SCT250, ,10.00, , , ,51, ,10.6, ,45, ,7.4, ,39, ,3.9, , 64, , 8, ,180, , , ,30.01, , , , , ,30.04, ,AA, , , ,30.04, 
