14732,20150601,0051,11,OVC007, ,10.00, , , ,57, ,13.9, ,55, ,12.9, ,54, ,12.2, , 90, ,15, ,060, , , ,30.07, , , , , ,30.10, ,AA, , , ,30.10, 
14732,20150601,0151,11,OVC007, ,10.00, , , ,57, ,13.9, ,55, ,12.9, ,54, ,12.2, , 90, ,11, ,050, , , ,30.07, , , , , ,30.10, ,AA, ,  T, ,30.10, 
14732,20150601,0200,11,OVC005, ,10.00, ,-RA, ,57, ,14.0, ,55, ,12.9, ,54, ,12.0, , 90, ,13, ,050, , , ,30.07, , , , , ,M, ,SP, , , ,30.10, 
14732,20150601,0251,11,OVC005CB, , 5.00, ,-RA BR, ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, ,13, ,050, , , ,30.06, , , , , ,30.09, ,AA, ,0.16, ,30.09, 
14732,20150601,0332,11,SCT005 BKN010 OVC075, , 5.00, ,-RA BR, ,55, ,13.0, ,54, ,12.4, ,54, ,12.0, , 96, ,14, ,080, , , ,30.05, , , , , ,M, ,SP, , , ,30.08, 
14732,20150601,0347,11,BKN005 BKN032 OVC075, , 6.00, ,-RA BR, ,57, ,14.0, ,56, ,13.2, ,55, ,13.0, , 93, , 7, ,060, , , ,30.06, , , , , ,M, ,SP, , , ,30.09, 
14732,20150601,0351,11,BKN005 BKN037 OVC075, , 6.00, ,-RA BR, ,57, ,13.9, ,56, ,13.2, ,55, ,12.8, , 93, , 7, ,050, , , ,30.06, , , , , ,30.09, ,AA, ,0.22, ,30.09, 
14732,20150601,0447,11,BKN009 OVC030, , 7.00, , , ,57, ,14.0, ,55, ,12.9, ,54, ,12.0, , 90, ,11, ,070, , , ,30.06, , , , , ,M, ,SP, , , ,30.09, 
14732,20150601,0451,11,BKN009 OVC030, , 7.00, , , ,57, ,13.9, ,55, ,12.9, ,54, ,12.2, , 90, ,11, ,070, , , ,30.06, , , , , ,30.09, ,AA, ,0.03, ,30.09, 
14732,20150601,0522,11,OVC007, ,10.00, , , ,57, ,14.0, ,55, ,12.9, ,54, ,12.0, , 90, ,11, ,050, , , ,30.07, , , , , ,M, ,SP, , , ,30.10, 
14732,20150601,0551,11,OVC007, ,10.00, , , ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, ,10, ,030, , , ,30.09, , , , , ,30.11, ,AA, , , ,30.12, 
14732,20150601,0634,11,FEW002 BKN005 OVC007, ,10.00, , , ,55, ,13.0, ,54, ,12.4, ,54, ,12.0, , 96, ,14, ,040, , , ,30.10, , , , , ,M, ,SP, , , ,30.13, 
14732,20150601,0651,11,FEW002 OVC005, , 3.00, ,BR, ,56, ,13.3, ,54, ,12.4, ,53, ,11.7, , 90, ,16, ,050, , , ,30.10, , , , , ,30.13, ,AA, ,  T, ,30.13, 
14732,20150601,0751,11,OVC005, , 4.00, ,BR, ,55, ,12.8, ,54, ,12.1, ,53, ,11.7, , 93, ,17, ,060, , , ,30.09, , , , , ,30.12, ,AA, ,  T, ,30.12, 
14732,20150601,0843,11,OVC003, , 1.50, ,BR, ,55, ,13.0, ,54, ,12.4, ,54, ,12.0, , 96, ,14, ,060, , , ,30.09, , , , , ,M, ,SP, , , ,30.12, 
14732,20150601,0851,11,OVC003, , 1.50, ,BR, ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, ,14, ,050, , , ,30.09, , , , , ,30.12, ,AA, , , ,30.12, 
14732,20150601,0951,11,OVC003, , 1.50, ,-RA BR, ,55, ,12.8, ,54, ,12.1, ,53, ,11.7, , 93, ,17, ,050, , , ,30.10, , , , , ,30.13, ,AA, ,0.04,s,30.13, 
14732,20150601,1021,11,OVC005, , 3.00, ,+RA BR, ,55, ,13.0, ,54, ,12.4, ,54, ,12.0, , 96, ,16, ,050, , , ,30.10, , , , , ,M, ,SP, , , ,30.13, 
